Date,Time,Activity,Workout,Distance,Distance Unit,Duration,Course,Equipment Brand,Equipment Model,Equipment Serial,Weight,Weight Unit,Rest HR,Average HR,Max HR,Temperature,Temperature Unit,Quality,Effort,Notes
12/28/2011,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
12/29/2011,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
12/30/2011,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
12/31/2011,10:00 AM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,"[NOTE: Miles entered over 500 are converted to 500]
Miles Run Before Joining Running2Win"
01/01/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
01/02/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
01/03/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
01/04/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
01/10/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
01/10/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
01/11/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
03/02/2012,2:00 PM,Run,Race,5.00,kilometers,900,,,,,,pound,,,,,F,,,"***RACE***
Race Name: IIAC Championships
Terrain: Not Specified
Overall Place: 1"
03/02/2012,2:00 PM,Run,Normal,0.00,miles,0,,,,,,pound,,,,,F,,,""
03/03/2012,2:00 PM,Run,Race,1.00,miles,264,,,,,,pound,,,,,F,,,"***RACE***
Race Name: Cornell Invite
Terrain: Track (Indoor)
Overall Place: 1"
03/03/2012,2:00 PM,Run,Normal,0.00,miles,0,,,,,,pound,,,,,F,,,""
03/03/2012,2:00 PM,Run,Race,3.00,kilometers,525,,,,,,pound,,,,,F,,,"***RACE***
Race Name: IIAC Championships
Terrain: Track (Indoor)"
03/03/2012,2:00 PM,Run,Normal,0.00,miles,0,,,,,,pound,,,,,F,,,""
05/19/2012,2:00 PM,Run,Race,10.00,kilometers,1855,,,,,,pound,,,,,F,,,"***RACE***
Race Name: Drake Relays
Terrain: Track (Outdoor)"
05/19/2012,2:00 PM,Run,Normal,0.00,miles,0,,,,,,pound,,,,,F,,,""
05/19/2012,2:00 PM,Run,Race,800.00,meters,127,,,,,,pound,,,,,F,,,"***RACE***
Race Name: Augustana Twilight
Terrain: Track (Outdoor)"
05/19/2012,2:00 PM,Run,Normal,0.00,miles,0,,,,,,pound,,,,,F,,,""
05/26/2012,2:00 PM,Run,Race,5.00,kilometers,898,,,,,,pound,,,,,F,,,"***RACE***
Race Name: Gregory Invite
Terrain: Track (Outdoor)"
05/26/2012,2:00 PM,Run,Normal,0.00,miles,0,,,,,,pound,,,,,F,,,""
06/04/2012,10:00 AM,Run,Normal,8.00,miles,3193,,,,,,pound,,,,,F,,5,""
06/05/2012,10:00 AM,Run,Normal,8.00,miles,3214,,,,,,pound,,,,,F,,,""
06/06/2012,6:00 PM,Run,Normal,10.00,miles,4080,,,,,,pound,,,,,F,,3,""
08/06/2012,2:00 PM,Run,Normal,500.00,miles,0,,,,,,pound,,,,,F,,,""
08/18/2012,8:00 PM,Run,Tempo,17.00,miles,6000,,,,,,pound,,,,,F,,7,"Panda Bear Night Run 1/2 Marathon 1:20.50"
08/19/2012,2:00 PM,Run,Normal,13.00,miles,0,,,,,,pound,,,,,F,,,""
08/20/2012,10:00 AM,Run,Normal,8.00,miles,3420,,,,,,pound,,,,,F,,,""
08/20/2012,2:00 PM,Run,Normal,12.50,miles,5340,,,,,,pound,,,,,F,,6,""
08/21/2012,10:00 AM,Run,Normal,5.00,miles,2090,,,,,,pound,,,,,F,,,""
08/21/2012,2:00 PM,Run,Normal,13.00,miles,0,,,,,,pound,,,,75,F,,2,""
08/22/2012,10:00 AM,Run,Normal,8.00,miles,3330,,,,,,pound,,,,52,F,,2,""
08/22/2012,2:00 PM,Run,Normal,13.00,miles,5340,,,,,,pound,,,,75,F,,5,"8 x strides on grass"
08/23/2012,10:00 AM,Run,Normal,7.00,miles,2935,,,,,,pound,,,,,F,,2,""
08/23/2012,8:00 PM,Run,Normal,10.50,miles,4287,,,,,,pound,,,,,F,,4,"Varied Pickups"
08/24/2012,10:00 AM,Run,Normal,6.00,miles,2532,,,,,,pound,,,,,F,,2,""
08/24/2012,6:00 PM,Run,Hill,13.00,miles,5189,,,,,155,pound,,,,85,F,,7,"HS Cross Country Course 18:29
5 x Leo Leap
Mile Repeat: 5:27"
08/25/2012,6:00 PM,Run,Normal,10.50,miles,4468,,,,,,pound,,,,87,F,,6,""
08/26/2012,10:00 AM,Run,Normal,16.50,miles,6988,,,,,,pound,,,,,F,,3,""
08/27/2012,10:00 AM,Run,Normal,7.00,miles,2947,,,,,,pound,,,,,F,,,""
08/27/2012,8:00 PM,Run,Normal,8.00,miles,3332,,,,,,pound,,,,,F,,,""
08/28/2012,10:00 AM,Run,Normal,8.25,miles,3480,,,,,,pound,,,,,F,,,""
08/28/2012,2:00 PM,Run,Normal,12.00,miles,5009,,,,,,pound,,,,,F,,3,"8 x strides"
08/29/2012,10:00 AM,Run,Normal,7.75,miles,0,,,,,,pound,,,,,F,,6,"2 Mile Time Trial 10:00"
08/29/2012,2:00 PM,Run,Normal,4.00,miles,1700,,,,,,pound,,,,,F,,,""
08/30/2012,10:00 AM,Run,Normal,11.00,miles,4678,,,,,,pound,,,,,F,,,""
08/30/2012,2:00 PM,Run,Normal,7.00,miles,2959,,,,,,pound,,,,92,F,,4,""
08/31/2012,10:00 AM,Run,Fartlek,10.00,miles,3960,,,,,,pound,,,,65,F,,,"6-5-4-3-2-2-2-2-2-1-1 on with 2 min off"
08/31/2012,6:00 PM,Run,Normal,10.00,miles,4140,,,,,,pound,,,,87,F,,,""
09/01/2012,10:00 AM,Run,Normal,5.00,miles,2100,,,,,,pound,,,,,F,,,""
09/01/2012,2:00 PM,Run,Normal,5.00,miles,2080,,,,,,pound,,,,,F,,,""
09/02/2012,2:00 PM,Run,Normal,17.00,miles,7069,,,,,,pound,,,,,F,,,""
09/03/2012,10:00 AM,Run,Normal,13.00,miles,5400,,,,,,pound,,,,,F,,,""
09/03/2012,6:00 PM,Run,Normal,9.75,miles,4117,,,,,,pound,,,,,F,,,""
09/04/2012,10:00 AM,Run,Threshold,11.25,miles,4080,,,,,,pound,,,,,F,,8,"Mile Repeats : 5:24, 5:27, 5:30, 5:20, 5:24, 5:27 Didn't feel great. Lots of sharp turns."
09/04/2012,8:00 PM,Run,Normal,8.00,miles,3297,,,,,,pound,,,,,F,,,""
09/05/2012,10:00 AM,Run,Normal,12.00,miles,5001,,,,,,pound,,,,,F,,,""
09/05/2012,6:00 PM,Run,Normal,10.25,miles,4234,,,,,,pound,,,,,F,,,""
09/06/2012,10:00 AM,Run,Fartlek,12.00,miles,4812,,,,,,pound,,,,58,F,,,"Fartlek 12 x 2 on 2 off"
09/06/2012,2:00 PM,Run,Normal,8.00,miles,3276,,,,,,pound,,,,,F,,,""
09/07/2012,10:00 AM,Run,Easy,5.00,miles,2189,,,,,,pound,,,,,F,,,"easy shakeout. getting ready for tomorrows race"
09/07/2012,2:00 PM,Run,Easy,5.00,miles,2095,,,,,,pound,,,,,F,,,""
09/08/2012,10:00 AM,Run,Race,8.00,kilometers,1563,,,,,,pound,,,,,F,,,"***RACE***
Race Name: Les Duke Invite
Terrain: X-Country
Warm Up: 5.79
Cool Down: 4
Overall Place: 8

ran well still don't have great turnover"
09/08/2012,10:00 AM,Run,Normal,9.78,miles,0,,,,,,pound,,,,,F,,,""
09/08/2012,6:00 PM,Run,Normal,4.00,miles,1680,,,,,,pound,,,,,F,,,""
09/09/2012,10:00 AM,Run,Normal,17.00,miles,7220,,,,,,pound,,,,,F,,4,""
09/10/2012,10:00 AM,Run,Normal,8.00,miles,3355,,,,,,pound,,,,,F,,,""
09/10/2012,12:00 PM,Run,Normal,13.00,miles,5420,,,,,,pound,,,,,F,,,"6 x 100"
09/11/2012,12:00 PM,Run,Normal,8.00,miles,3367,,,,,,pound,,,,,F,,,""
09/11/2012,12:00 PM,Run,Normal,11.00,miles,4600,,,,,,pound,,,,,F,,5,""
09/12/2012,12:00 PM,Run,Normal,8.00,miles,3360,,,,,,pound,,,,,F,,,""
09/12/2012,12:00 PM,Run,Threshold,13.00,miles,4949,,,,,,pound,,,,,F,,,"8 x 1000 w/ 2:00 : 3:14, 3:14, 3:14, 3:12, 3:12, 3:10, 3:08, 3:08"
09/13/2012,12:00 PM,Run,Normal,6.00,miles,2520,,,,,,pound,,,,,F,,,""
09/13/2012,12:00 PM,Run,Normal,14.00,miles,5900,,,,,,pound,,,,,F,,,""
09/14/2012,12:00 PM,Run,Normal,8.00,miles,3382,,,,,,pound,,,,,F,,,""
09/14/2012,12:00 PM,Run,Recovery/Taper,4.00,miles,1740,,,,,,pound,,,,,F,,,""
09/15/2012,12:00 PM,Run,Tempo,15.25,miles,5571,,,,,,pound,,,,,F,,,"12 Mile Tempo: 5:44, 5:51, 5:53, 5:45, 5:42, 5:50, 6:00, 5:56,5:53, 5:44, 5:44, 5:35"
09/16/2012,12:00 PM,Run,Normal,16.75,miles,6960,,,,,,pound,,,,,F,,,""
09/17/2012,12:00 PM,Run,Normal,8.00,miles,3209,,,,,,pound,,,,,F,,,""
09/17/2012,12:00 PM,Run,Normal,4.00,miles,1649,,,,,,pound,,,,,F,,,""
09/18/2012,12:00 PM,Run,Normal,5.00,miles,2160,,,,,,pound,,,,,F,,,""
09/18/2012,12:00 PM,Run,Normal,10.00,miles,4074,,,,,,pound,,,,,F,,,""
09/19/2012,12:00 PM,Run,Normal,7.00,miles,2832,,,,,,pound,,,,,F,,,""
09/19/2012,12:00 PM,Run,Threshold,10.00,miles,3720,,,,,,pound,,,,,F,,7,"3 x 2 mile : 10:45 (5:20,5:25) 10:47 (5:24, 5:23) 10:47 5:27,5:20)  
Very Windy 25-30mph"
09/20/2012,12:00 PM,Run,Normal,5.00,miles,2052,,,,,,pound,,,,,F,,,""
09/20/2012,12:00 PM,Run,Recovery/Taper,4.00,miles,1680,,,,,,pound,,,,,F,,,""
09/21/2012,12:00 PM,Run,Recovery/Taper,2.00,miles,840,,,,,,pound,,,,,F,,,""
09/21/2012,12:00 PM,Run,Race,12.00,miles,0,,,,,,pound,,,,,F,,,""
09/22/2012,12:00 PM,Run,Normal,17.00,miles,10800,,,,,,pound,,,,,F,,,""
09/24/2012,12:00 PM,Run,Threshold,9.00,miles,3360,,,,,,pound,,,,,F,,,"8 x 1000: 3:12, 3:10, 3:09, 3:08, 3:08, 3:11, 3:11, 3:06"
09/25/2012,12:00 PM,Run,Normal,4.75,miles,2030,,,,,,pound,,,,,F,,,""
09/25/2012,12:00 PM,Run,Normal,10.00,miles,4077,,,,,,pound,,,,,F,,,""
09/26/2012,12:00 PM,Run,Normal,5.00,miles,2150,,,,,,pound,,,,,F,,,""
09/26/2012,12:00 PM,Run,Speed,11.00,miles,4380,,,,,,pound,,,,,F,,6,"

5:52 mile, 10x hill sprints, 10 x .15 mile @45 w/ 45 rest, 5:24 mile"
09/27/2012,12:00 PM,Run,Normal,10.00,miles,4349,,,,,,pound,,,,,F,,,""
09/28/2012,12:00 PM,Run,Normal,5.00,miles,2160,,,,,,pound,,,,,F,,,""
09/28/2012,12:00 PM,Run,Threshold,15.25,miles,5700,,,,,,pound,,,,,F,,7,"3x 3 mile : 16:36 (5:34, 5:34, 5:28) 16:38 (5:34, 5:34, 5:30) 16:31 (5:37, 5:37, 5:17)"
09/29/2012,12:00 PM,Run,Normal,8.00,miles,3540,,,,,,pound,,,,,F,,,"ran with laura"
09/29/2012,12:00 PM,Run,Normal,5.00,miles,2160,,,,,,pound,,,,,F,,,""
09/30/2012,12:00 PM,Run,Normal,5.00,miles,0,,,,,,pound,,,,,F,,,""
09/30/2012,12:00 PM,Run,Normal,8.00,miles,3360,,,,,,pound,,,,,F,,,""
10/01/2012,12:00 PM,Run,Normal,5.15,miles,2182,,,,,,pound,,,,,F,,,""
10/01/2012,12:00 PM,Run,Fartlek,10.85,miles,4512,,,,,,pound,,,,,F,,,"12 x pickups"
10/02/2012,12:00 PM,Run,Normal,5.00,miles,2133,,,,,,pound,,,,,F,,,""
10/02/2012,12:00 PM,Run,Normal,10.00,miles,4080,,,,,,pound,,,,,F,,,""
10/03/2012,12:00 PM,Run,Normal,5.00,miles,2084,,,,,,pound,,,,,F,,,""
10/03/2012,12:00 PM,Run,Threshold,10.00,miles,3540,,,,,,pound,,,,,F,,,"6 x cruise miles w/70 sec rest : 5:13, 5:09, 5:07, 5:07, 5:05, 5:01"
10/04/2012,12:00 PM,Run,Normal,5.00,miles,2160,,,,,,pound,,,,,F,,,"Super Windy"
10/04/2012,12:00 PM,Run,Normal,8.00,miles,3345,,,,,,pound,,,,,F,,,""
10/05/2012,12:00 PM,Run,Normal,5.00,miles,2131,,,,,,pound,,,,,F,,,""
10/05/2012,12:00 PM,Run,Normal,3.00,miles,1260,,,,,,pound,,,,,F,,,""
10/06/2012,12:00 PM,Run,Normal,4.00,miles,1658,,,,,,pound,,,,,F,,,""
10/06/2012,12:00 PM,Run,Recovery/Taper,4.00,miles,1680,,,,,,pound,,,,,F,,,""
10/07/2012,12:00 PM,Run,Race,14.00,miles,0,,,,,,pound,,,,,F,,,""
10/08/2012,12:00 PM,Run,Easy,8.00,miles,3389,,,,,,pound,,,,,F,,,""
10/08/2012,12:00 PM,Run,Easy,6.75,miles,2830,,,,,,pound,,,,,F,,,""
10/09/2012,12:00 PM,Run,Easy,8.00,miles,3400,,,,,,pound,,,,,F,,,""
10/09/2012,12:00 PM,Run,Normal,10.00,miles,4079,,,,,,pound,,,,,F,,,""
10/10/2012,12:00 PM,Run,Easy,8.00,miles,3379,,,,,,pound,,,,,F,,,""
10/10/2012,12:00 PM,Run,Speed,11.25,miles,4320,,,,,,pound,,,,,F,,,"12 x 400 @ 70-72  Last 67
2 x 100 @ 14"
10/11/2012,12:00 PM,Run,Normal,8.00,miles,3219,,,,,,pound,,,,,F,,,""
10/11/2012,12:00 PM,Run,Normal,12.25,miles,5160,,,,,,pound,,,,,F,,,""
10/12/2012,12:00 PM,Run,Normal,9.00,miles,0,,,,,,pound,,,,,F,,,""
10/13/2012,12:00 PM,Run,Race,12.75,miles,0,,,,,,pound,,,,,F,,,""
10/14/2012,12:00 PM,Run,Normal,17.00,miles,6920,,,,,,pound,,,,,F,,,""
10/15/2012,12:00 PM,Run,Normal,6.50,miles,2647,,,,,,pound,,,,,F,,,""
10/15/2012,12:00 PM,Run,Threshold,13.00,miles,5100,,,,,,pound,,,,,F,,,"2 x mile : 5:10, 5:07
2 x 800 : 2:25, 2:32
4 x 100 @ 15"
10/16/2012,12:00 PM,Run,Normal,8.00,miles,3448,,,,,,pound,,,,,F,,,""
10/16/2012,12:00 PM,Run,Normal,12.00,miles,5100,,,,,,pound,,,,,F,,,""
10/17/2012,12:00 PM,Run,Normal,5.00,miles,2220,,,,,,pound,,,,,F,,,""
10/17/2012,12:00 PM,Run,Fartlek,12.00,miles,4899,,,,,,pound,,,,,F,,,""
10/18/2012,12:00 PM,Run,Easy,7.00,miles,3018,,,,,,pound,,,,,F,,,""
10/18/2012,12:00 PM,Run,Speed,12.00,miles,4860,,,,,,pound,,,,,F,,,"8 x 400 @ 69-70
4 x 400 : 66, 67, 68, 64"
10/19/2012,12:00 PM,Run,Easy,6.50,miles,2742,,,,,,pound,,,,,F,,,""
10/20/2012,12:00 PM,Run,Tempo,16.00,miles,5940,,,,,,pound,,,,,F,,,"12 Mile Tempo: 
6 x mile @ 6:00 
2 x mile @ 5:45 
2 x mile @ 5:40  
5:24, 5:20"
10/21/2012,12:00 PM,Run,Long,17.00,miles,7092,,,,,,pound,,,,,F,,,""
10/22/2012,12:00 PM,Run,Easy,8.00,miles,3388,,,,,,pound,,,,,F,,,""
10/22/2012,12:00 PM,Run,Normal,12.50,miles,5160,,,,,,pound,,,,,F,,,""
10/23/2012,12:00 PM,Run,Easy,6.50,miles,2760,,,,,,pound,,,,,F,,,""
10/23/2012,12:00 PM,Run,Normal,12.00,miles,4881,,,,,,pound,,,,,F,,,""
10/24/2012,12:00 PM,Run,Easy,8.00,miles,3420,,,,,,pound,,,,,F,,,""
10/24/2012,12:00 PM,Run,Threshold,13.00,miles,5040,,,,,,pound,,,,,F,,,"8 x 1000 : 3:16, 3:10, 3:10, 3:10, 3:10, 3:10, 3:09, 3:07"
10/25/2012,12:00 PM,Run,Easy,8.00,miles,0,,,,,,pound,,,,,F,,,"Pouring Freezing Rain"
10/25/2012,12:00 PM,Run,Normal,14.00,miles,5940,,,,,,pound,,,,,F,,,""
10/26/2012,12:00 PM,Run,Easy,6.00,miles,2520,,,,,,pound,,,,,F,,,""
10/26/2012,12:00 PM,Run,Easy,6.00,miles,2478,,,,,,pound,,,,,F,,,""
10/27/2012,12:00 PM,Run,Tempo,16.00,miles,6240,,,,,,pound,,,,,F,,,"Midwest Conference Championships Course Tempo before race: 26:37"
10/28/2012,12:00 PM,Run,Long,17.00,miles,7020,,,,,,pound,,,,,F,,,""
10/29/2012,12:00 PM,Run,Easy,7.15,miles,3029,,,,,,pound,,,,,F,,,""
10/29/2012,12:00 PM,Run,Hill,11.15,miles,4680,,,,,,pound,,,,,F,,,"12 x .1 Hill Sprints with .1 jog recovery
1 mile : 5:15"
10/30/2012,12:00 PM,Run,Easy,6.00,miles,2580,,,,,,pound,,,,,F,,,""
10/30/2012,12:00 PM,Run,Normal,9.50,miles,3793,,,,,,pound,,,,,F,,,""
10/31/2012,12:00 PM,Run,Easy,7.00,miles,3000,,,,,,pound,,,,,F,,,""
10/31/2012,12:00 PM,Run,Normal,10.50,miles,4409,,,,,,pound,,,,,F,,,""
11/01/2012,12:00 PM,Run,Easy,6.70,miles,2902,,,,,,pound,,,,,F,,,""
11/01/2012,12:00 PM,Run,Threshold,11.00,miles,4320,,,,,,pound,,,,,F,,,"4 x 400 @ 70 with 200 jog recovery
5:15 mile with 400 jog
4 x 400 @ 70 with 200 jog
5:06 mile"
11/02/2012,12:00 PM,Run,Easy,8.00,miles,3429,,,,,,pound,,,,,F,,,""
11/02/2012,12:00 PM,Run,Recovery/Taper,5.00,miles,0,,,,,,pound,,,,,F,,,""
11/03/2012,12:00 PM,Run,Tempo,14.00,miles,5220,,,,,,pound,,,,,F,,,"Tempo : 5:55, 5:47, 5:38, 6:02, 5:54, 6:07, 6:01, 5:22, 5:42, 5:46


10 Miles : 58:23"
11/04/2012,12:00 PM,Run,Long,14.00,miles,5735,,,,,,pound,,,,,F,,,""
11/05/2012,12:00 PM,Run,Easy,5.00,miles,2100,,,,,,pound,,,,,F,,,""
11/05/2012,12:00 PM,Run,Threshold,10.00,miles,3840,,,,,,pound,,,,,F,,,"3 x Mile :  5:09, 5:04, 5:05
2 x 800 : 2:26, 2:25

70 seconds rest"
11/06/2012,12:00 PM,Run,Easy,4.00,miles,1730,,,,,,pound,,,,,F,,,""
11/06/2012,12:00 PM,Run,Normal,9.00,miles,3660,,,,,,pound,,,,,F,,,""
11/07/2012,12:00 PM,Run,Easy,3.00,miles,1269,,,,,,pound,,,,,F,,,""
11/07/2012,12:00 PM,Run,Speed,8.00,miles,3240,,,,,,pound,,,,,F,,,"6 x 400 @ 67-70 with 200 jog rest"
11/08/2012,12:00 PM,Run,Normal,7.00,miles,2923,,,,,,pound,,,,,F,,,""
11/08/2012,12:00 PM,Run,Recovery/Taper,3.00,miles,1220,,,,,,pound,,,,,F,,,""
11/09/2012,12:00 PM,Run,Easy,4.00,miles,1680,,,,,,pound,,,,,F,,,""
11/09/2012,12:00 PM,Run,Easy,2.00,miles,840,,,,,,pound,,,,,F,,,""
11/10/2012,12:00 PM,Run,Race,15.00,miles,0,,,,,,pound,,,,,F,,,""
11/11/2012,12:00 PM,Run,Long,15.00,miles,6164,,,,,,pound,,,,,F,,,""
11/12/2012,12:00 PM,Run,Easy,9.00,miles,3869,,,,,,pound,,,,,F,,,""
11/13/2012,12:00 PM,Run,Easy,5.00,miles,2146,,,,,,pound,,,,,F,,,""
11/13/2012,12:00 PM,Run,Normal,10.50,miles,4316,,,,,,pound,,,,,F,,,""
11/14/2012,12:00 PM,Run,Easy,5.50,miles,2345,,,,,,pound,,,,,F,,,""
11/14/2012,12:00 PM,Run,Threshold,11.00,miles,4200,,,,,,pound,,,,,F,,,"2 x 2 Mile : 10:45, 11:05, 11:03
Felt sick and upset stomach all day."
11/15/2012,12:00 PM,Run,Normal,9.00,miles,3825,,,,,,pound,,,,,F,,,""
11/16/2012,12:00 PM,Run,Normal,6.00,miles,2520,,,,,,pound,,,,,F,,,""
11/16/2012,12:00 PM,Run,Normal,8.00,miles,3284,,,,,,pound,,,,,F,,,""
11/17/2012,12:00 PM,Run,Race,11.50,miles,0,,,,,,pound,,,,,F,,,""
11/17/2012,12:00 PM,Run,Normal,6.50,miles,2700,,,,,,pound,,,,,F,,,""
11/18/2012,12:00 PM,Run,Long,17.00,miles,7200,,,,,,pound,,,,,F,,,""
11/19/2012,12:00 PM,Run,Normal,5.00,miles,2081,,,,,,pound,,,,,F,,,""
11/19/2012,12:00 PM,Run,Threshold,11.50,miles,4380,,,,,,pound,,,,,F,,,"Hilly 5 Mile Run : 28:06"
11/20/2012,12:00 PM,Run,Easy,6.50,miles,2760,,,,,,pound,,,,,F,,,"6 x 100 meter strides"
11/20/2012,12:00 PM,Run,Easy,10.35,miles,4460,,,,,,pound,,,,,F,,,""
11/21/2012,12:00 PM,Run,Normal,6.00,miles,2534,,,,,,pound,,,,,F,,,""
11/21/2012,12:00 PM,Run,Recovery/Taper,2.65,miles,0,,,,,,pound,,,,,F,,,""
11/22/2012,12:00 PM,Run,Race,15.00,miles,0,,,,,,pound,,,,,F,,,""
11/22/2012,12:00 PM,Run,Race,0.00,miles,0,,,,,,pound,,,,,F,,,""
11/22/2012,12:00 PM,Run,Recovery/Taper,2.00,miles,0,,,,,,pound,,,,,F,,,""
11/23/2012,12:00 PM,Run,Normal,12.00,miles,5110,,,,,,pound,,,,,F,,,""
11/23/2012,12:00 PM,Run,Easy,4.00,miles,0,,,,,,pound,,,,,F,,,""
11/24/2012,12:00 PM,Run,Fartlek,12.00,miles,4860,,,,,,pound,,,,,F,,,"8 x 2 min on 2 min off
4 x 200 hard strides"
11/24/2012,12:00 PM,Run,Normal,6.00,miles,2640,,,,,,pound,,,,,F,,,""
11/25/2012,12:00 PM,Run,Normal,13.00,miles,5324,,,,,,pound,,,,,F,,,""
11/26/2012,12:00 PM,Run,Normal,4.00,miles,1671,,,,,,pound,,,,,F,,,""
11/26/2012,12:00 PM,Run,Threshold,9.50,miles,3660,,,,,,pound,,,,,F,,,"3 x 1000 : 3:15, 3:13, 3:12  Ground frozen and it got dark so I called workout short,
Finished with steady pace."
11/27/2012,12:00 PM,Run,Normal,4.00,miles,1724,,,,,,pound,,,,,F,,,""
11/27/2012,12:00 PM,Run,Normal,10.00,miles,3900,,,,,,pound,,,,,F,,,""
11/28/2012,12:00 PM,Run,Easy,4.00,miles,1718,,,,,,pound,,,,,F,,,""
11/28/2012,12:00 PM,Run,Threshold,10.00,miles,3780,,,,,,pound,,,,,F,,,"4 x 400 @ 71 with 200 jog recovery
Mile : 5:13 with 400 jog recovery
4 x 400 @ 70 with 200 jog
Mile: 5:06"
11/29/2012,12:00 PM,Run,Normal,4.00,miles,1685,,,,,,pound,,,,,F,,,""
11/29/2012,12:00 PM,Run,Normal,10.50,miles,4390,,,,,,pound,,,,,F,,,""
11/30/2012,12:00 PM,Run,Normal,6.00,miles,2549,,,,,,pound,,,,,F,,,""
11/30/2012,12:00 PM,Run,Normal,3.00,miles,1280,,,,,,pound,,,,,F,,,""
12/01/2012,12:00 PM,Run,Tempo,11.00,miles,4140,,,,,,pound,,,,,F,,,"Tempo Run on Kenilworth : 5:55, 5:52, 5:51, 5:42, 5:49, 5:29, 5:31, 5:26 11"
12/02/2012,12:00 PM,Run,Long,14.00,miles,5892,,,,,,pound,,,,,F,,,""
12/03/2012,12:00 PM,Run,Normal,4.00,miles,1660,,,,,,pound,,,,,F,,,""
12/03/2012,12:00 PM,Run,Threshold,10.00,miles,3720,,,,,,pound,,,,,F,,,"3 x mile : 5:11, 5:11, 5:08
2 x 800 : 2:25, 2:25"
12/04/2012,12:00 PM,Run,Normal,3.00,miles,1260,,,,,,pound,,,,,F,,,""
12/04/2012,12:00 PM,Run,Normal,10.00,miles,3780,,,,,,pound,,,,,F,,,""
12/05/2012,12:00 PM,Run,Recovery/Taper,2.00,miles,840,,,,,,pound,,,,,F,,,""
12/05/2012,12:00 PM,Run,Speed,8.00,miles,3240,,,,,,pound,,,,,F,,,"6 x 400 @ 71"
12/06/2012,12:00 PM,Run,Normal,3.00,miles,1260,,,,,,pound,,,,,F,,,""
