Date,Time,Activity,Workout,Distance,Distance Unit,Duration,Course,Equipment Brand,Equipment Model,Equipment Serial,Weight,Weight Unit,Rest HR,Average HR,Max HR,Temperature,Temperature Unit,Quality,Effort,Notes
07/18/2011,8:00 PM,Run,Normal,6.00,miles,2430,,,,,,pound,,,,,F,,,"In the heat with Cory and Jack."
07/19/2011,2:00 PM,Run,Normal,11.50,miles,4739,,,,,,pound,,,,,F,,,"With Cory. Another hot and humid day for running."
07/19/2011,8:00 PM,Run,Normal,5.50,miles,2250,,,,,,pound,,,,,F,,,"With Jack."
07/20/2011,10:00 AM,Run,Normal,10.00,miles,4110,,,,,,pound,,,,,F,,,"In the back side of the arboretum with Jack. Another very hot and humid day."
07/20/2011,6:00 PM,Run,Normal,6.00,miles,2371,,,,,,pound,,,,,F,,,""
07/21/2011,10:00 AM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,"Out at Picnic Point"
07/21/2011,2:00 PM,Run,Normal,4.00,miles,1680,,,,,,pound,,,,,F,,,"Easy double today."
07/22/2011,10:00 AM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,"On the Olin-Turville trails with Jack. Left shin bothered me a bit on this run."
07/23/2011,10:00 AM,Run,Normal,18.00,miles,7200,,,,,,pound,,,,,F,,,"Along the Rio Grande River in Taos, NM at 7000ft. In town for Hooley's wedding. I never do well at altitude, and this run was no different."
07/24/2011,10:00 AM,Run,Normal,3.00,miles,1800,,,,,,pound,,,,,F,,,"Brief 3 mile run with Reneau (wanted to do more, but ran out of time with having to get to the airport on time) at 10,000ft (!) in the skiing area near Taos. I had a pretty bad headache during this run from the thin air."
07/25/2011,10:00 AM,Run,Normal,10.00,miles,3935,,,,,,pound,,,,,F,,,"Feels good to be back in Madison and not at high altitude."
07/25/2011,2:00 PM,Run,Normal,6.00,miles,2362,,,,,,pound,,,,,F,,,""
07/26/2011,10:00 AM,Run,Normal,10.00,miles,4170,,,,,,pound,,,,,F,,,"Olin-Turville trails"
07/27/2011,10:00 AM,Run,Normal,12.00,miles,4658,,,,,,pound,,,,,F,,,"Nice run around Lake Monona. I was stiff at first from working at the farm yesterday, but by mile 3 I was feeling a lot better."
07/27/2011,6:00 PM,Run,Normal,6.00,miles,2352,,,,,,pound,,,,,F,,,""
07/28/2011,10:00 AM,Run,Normal,11.00,miles,4500,,,,,,pound,,,,,F,,,"Coming down with an illness."
07/28/2011,6:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,""
07/29/2011,10:00 AM,Run,Normal,12.00,miles,4742,,,,,,pound,,,,,F,,,""
07/29/2011,12:00 PM,Run,Normal,4.50,miles,1830,,,,,,pound,,,,,F,,,"A nice, short evening run before dinner with Clare."
07/30/2011,12:00 PM,Run,Normal,18.12,miles,7154,,,,,,pound,,,,,F,,,"A nice long run on the Glacial Drumlin Trail with Jack, Cory, and Codie.  Went to Monte's Blue Plate Diner for breakfast afterward."
07/31/2011,12:00 PM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,"Olin-Turivlle trails."
07/31/2011,12:00 PM,Run,Normal,5.50,miles,2310,,,,,,pound,,,,,F,,,"At Picnic Point with Codie and Jack."
08/01/2011,12:00 PM,Run,Normal,11.00,miles,4468,,,,,,pound,,,,,F,,,"Felt like garbage today.  Legs were heavy and it was hot and humid.  4x100m strides after the run."
08/01/2011,12:00 PM,Run,Normal,5.00,miles,2060,,,,,,pound,,,,,F,,,"Only 4 hours between the runs because of my work schedule."
08/02/2011,12:00 PM,Run,Normal,11.00,miles,4480,,,,,,pound,,,,,F,,,""
08/03/2011,12:00 PM,Run,Interval,12.00,miles,4320,,,,,,pound,,,,,F,,,"72 and very humid at the start of the workout.  Did the workout on the Lake Monona bike path.   

Structure of the workout: 
3 miles LT (5:10-5:20 pace)
1 minute rest
800m at road 5k pace (2:25-2:30)
3 minutes rest
do another set of the same

15:58 for the first 3 miles
2:30 for the .5
15:54 for the second set of 3 miles
on the final 800m rep my side tightened up after 400m (reached in 69), so I decided to stop and not press through it.  A good workout overall."
08/03/2011,12:00 PM,Run,Normal,6.00,miles,2460,,,,,,pound,,,,,F,,,"Ran into Cory 3 miles into the run and finished the 6 miles with him."
08/04/2011,12:00 PM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,"Nice and easy in the arb."
08/04/2011,12:00 PM,Run,Normal,8.00,miles,3360,,,,,,pound,,,,,F,,,"Easy 8 with Christian; out and back along Monona. 
"
08/05/2011,12:00 PM,Run,Normal,12.00,miles,4850,,,,,,pound,,,,,F,,,"Around Lake Monona.  My legs felt a little tired today despite yesterday's 2 easy runs. 4 strides after the run."
08/05/2011,12:00 PM,Run,Normal,6.00,miles,2402,,,,,,pound,,,,,F,,,"Out-and-back into Maple Bluff.  Legs feeling a lot better than they did this morning, which is good with the long run coming up tomorrow morning.  Quick pasta dinner, then off to a movie."
08/06/2011,12:00 PM,Run,Normal,20.00,miles,7659,,,,,,pound,,,,,F,,,"Long run with Codie on the gravel path that is the Military Ridge State Trail.  Our first mile was our slowest (7:19), and the last was our fastest (5:50).  Was having some stomach issues on the way back, so the last 5 miles were kind of uncomfortable (the sun and the pace just exacerbated things).
 
First 10 miles: 66:30 
2nd 10 miles: 61:09

Good long run, but I am happy it's over.  
"
08/07/2011,12:00 PM,Run,Normal,11.00,miles,4500,,,,,,pound,,,,,F,,,"In the rain with Meeks."
08/07/2011,12:00 PM,Run,Normal,7.00,miles,2682,,,,,,pound,,,,,F,,,"A very nice run other than a little chafing."
08/08/2011,12:00 PM,Run,Normal,16.00,miles,6318,,,,,,pound,,,,,F,,,"The accidental long run: never very fun.  
I commute to my lab job on Mondays via running (usually 11 on the way there, 5 on the way home).  Well, I finished my 11 mile morning run to discover that the building that my lab is located in was closed.  The only thing I could do was run home.  It's not like a 16 mile run is going to do much damage, but it's not my ideal easy day.  At least my legs felt good.  
5x100m strides after the morning run (before discovering building was closed)."
08/09/2011,12:00 PM,Run,Normal,9.00,miles,3600,,,,,,pound,,,,,F,,,"Only time for one run today."
08/10/2011,12:00 PM,Run,Interval,10.00,miles,3900,,,,,,pound,,,,,F,,,""
08/10/2011,12:00 PM,Run,Normal,6.00,miles,2430,,,,,,pound,,,,,F,,,""
08/11/2011,12:00 PM,Run,Normal,12.00,miles,4890,,,,,,pound,,,,,F,,,"Around Lake Monona with Charlie Gamble, Meeks, Zach, Cory, and Jack."
08/11/2011,12:00 PM,Run,Normal,5.00,miles,2100,,,,,,pound,,,,,F,,,"Out and back into Maple Bluff with Jack.  Big plate of rice and beans afterward for dinner. 
"
08/12/2011,12:00 PM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,"Olin-Turville trails with Jack.  5 strides after the run.  Legs feeling ok for the race tomorrow."
08/12/2011,12:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,"With Cory."
08/13/2011,12:00 PM,Run,Race,14.00,miles,5280,,,,,,pound,,,,,F,,,""
08/14/2011,12:00 PM,Run,Normal,12.00,miles,4920,,,,,,pound,,,,,F,,,"On the east side with Codie and Jack.  Stomach was upset from too much beer last night."
08/14/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"Legs were tired after a long day of moving."
08/15/2011,12:00 PM,Run,Normal,12.00,miles,4724,,,,,,pound,,,,,F,,,""
08/15/2011,12:00 PM,Run,Normal,8.00,miles,3120,,,,,,pound,,,,,F,,,"6x15 sec. strides"
08/16/2011,12:00 PM,Run,Normal,10.00,miles,4080,,,,,,pound,,,,,F,,,""
08/16/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"Around the bay with Chuck."
08/17/2011,12:00 PM,Run,Interval,10.00,miles,3840,,,,,,pound,,,,,F,,,"Done on the bike path along Monona Terrace. Felt decent.  The first and 3rd reps were into the wind.  Tried to keep the pace/effort constant throughout each interval, and throughout the whole workout."
08/17/2011,12:00 PM,Run,Normal,6.00,miles,2520,,,,,,pound,,,,,F,,,"Shakeout"
08/18/2011,12:00 PM,Run,Normal,12.00,miles,4860,,,,,,pound,,,,,F,,,"Out to picnic point with Zach and Hooley."
08/18/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"Off to northern WI for a weekend at a cabin."
08/19/2011,12:00 PM,Run,Normal,12.00,miles,4860,,,,,,pound,,,,,F,,,"With Codie and Jack from the cabin in northern WI. 
6x15 sec. strides after"
08/19/2011,12:00 PM,Run,Normal,6.00,miles,2460,,,,,,pound,,,,,F,,,"On the Teal Wing Golf Course"
08/20/2011,12:00 PM,Run,Normal,20.00,miles,7800,,,,,,pound,,,,,F,,,"Great long run: big loop from Jack's cabin.  A big breakfast at the resort after the run."
08/21/2011,12:00 PM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,"Nice run on some ski trails with Jack."
08/21/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"Easy 6 mile run.  Ran into Codie by coincidence 10 minutes into the run, then we finished the run together."
08/22/2011,12:00 PM,Run,Normal,11.00,miles,4337,,,,,,pound,,,,,F,,,""
08/22/2011,12:00 PM,Run,Normal,5.00,miles,1978,,,,,,pound,,,,,F,,,""
08/23/2011,12:00 PM,Run,Normal,11.00,miles,4440,,,,,,pound,,,,,F,,,"Woke up early to do a workout this morning, but I checked the forecast and it was windy and a thunderstorm was supposed to be hitting the area right in the middle of the workout.  This was actually a welcome discovery as I didn't much feel like working out so early. I will push today's workout back until tomorrow, and Thursday's workout will be moved to Friday.  Shouldn't complicate things at all. 

6x15 sec. strides after the run (storming at this point)"
08/23/2011,12:00 PM,Run,Normal,5.00,miles,1980,,,,,,pound,,,,,F,,,""
08/24/2011,12:00 PM,Run,Interval,12.00,miles,4320,,,,,,pound,,,,,F,,,"6xmile at goal half marathon pace (~5:10) with 2 minutes rest.  Did this workout on the lake monona bike path with Cory and Zach.  Hot and humid when we started (already 75 at 7am!).  All things considered, this workout went very well."
08/25/2011,12:00 PM,Run,Normal,12.00,miles,4920,,,,,,pound,,,,,F,,,"With Zach and Dallas. My left plantar tendon was a little sore this morning.  I will have to keep an eye on that."
08/26/2011,12:00 PM,Run,Interval,12.00,miles,4800,,,,,,pound,,,,,F,,,"6 mile warm up ending at the UW track.  This is just the kind of economy workout I needed right now.  I couldn't go much faster than 33 without pressing a lot, so I just ran 33s. Did the whole run in the Musha."
08/26/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"In the arboretum.  Stomach a little iffy on this run."
08/27/2011,12:00 PM,Run,Normal,12.00,miles,4800,,,,,,pound,,,,,F,,,"In the arboretum with Codie."
08/28/2011,12:00 PM,Run,Normal,18.00,miles,6840,,,,,,pound,,,,,F,,,"A quicker long run with Tim Caramore.  A nice morning for running, and very nice to be done with my long run before 830am (woke up to watch the World 10000m live)!
"
08/29/2011,12:00 PM,Run,Normal,11.00,miles,4440,,,,,,pound,,,,,F,,,"6x15 sec. strides"
08/29/2011,12:00 PM,Run,Normal,5.00,miles,2010,,,,,,pound,,,,,F,,,""
08/30/2011,12:00 PM,Run,Normal,15.00,miles,5906,,,,,,pound,,,,,F,,,"Medium long run.  I will be doing 2 of these this week instead of one actual long run (easing back a bit for the 25K next weekend)."
08/31/2011,12:00 PM,Run,Normal,8.00,miles,3360,,,,,,pound,,,,,F,,,"Olin-Turville trails.  Legs felt really tired on this run and I'm not sure why."
08/31/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"Into Maple Bluff.  Warm out there this evening, but the next 2 days are going to be much worse."
09/01/2011,12:00 PM,Run,Normal,12.00,miles,4850,,,,,,pound,,,,,F,,,"Did the first part with Codie and then added on after that.  4x15 sec. strides afterward"
09/02/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"Original plan was to do a 10 mile LT run this morning, but when I went to start my warmup at 6am the 'feels like' temp. was already 82.  Decided to push the workout back until tomorrow."
09/03/2011,12:00 PM,Run,Normal,15.18,miles,6025,,,,,,pound,,,,,F,,,"Didn't get the chance to double yesterday because of a dinner party, so today would have been a really good day to do the 10 mile LT run.  When I woke up it was thunderstorming/raining, and while I certainly could have worked out in that sort of weather it wasn't very appealing.  I decided to skip the workout and do my second medium long run of the week instead.  Sucks to have missed this big workout, but I can't dwell on that now; it just wasn't in the cards this week.  Time to get focused for the race coming up next weekend."
09/04/2011,12:00 PM,Run,Normal,11.00,miles,4350,,,,,,pound,,,,,F,,,"5x15 sec. strides"
09/04/2011,12:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,"At Kohler Andrea State Park.   Went swimming in a cold Lake Michigan after the run.  It felt great.
"
09/05/2011,12:00 PM,Run,Normal,12.00,miles,4633,,,,,,pound,,,,,F,,,"Went out to the Glacial Drumlin state trail with Cassie and Becky.  I did an out-and-back 12.  39:46 on the way out, 37:27 on the way back.  

It felt like fall today!"
09/05/2011,12:00 PM,Run,Normal,5.00,miles,1981,,,,,,pound,,,,,F,,,""
09/06/2011,12:00 PM,Run,Interval,10.00,miles,3840,,,,,,pound,,,,,F,,,"8x.25 miles on the lake monona bike path with equal jog (distance) rest.  Felt good to get moving a little faster.  Feels like a could run this pace for a road 5k right now."
09/07/2011,12:00 PM,Run,Normal,5.00,miles,2060,,,,,,pound,,,,,F,,,""
09/07/2011,12:00 PM,Run,Normal,8.00,miles,3180,,,,,,pound,,,,,F,,,"Beautiful run in the arb."
09/08/2011,12:00 PM,Run,Normal,12.00,miles,4752,,,,,,pound,,,,,F,,,"6x15 sec. strides after the run."
09/09/2011,12:00 PM,Run,Normal,5.00,miles,2000,,,,,,pound,,,,,F,,,""
09/09/2011,12:00 PM,Run,Normal,8.00,miles,3166,,,,,,pound,,,,,F,,,"Out-and-back into Maple Bluff."
09/10/2011,12:00 PM,Run,Normal,8.00,miles,3246,,,,,,pound,,,,,F,,,"Strides after the run"
09/11/2011,12:00 PM,Run,Race,19.00,miles,6420,,,,,,pound,,,,,F,,,""
09/12/2011,12:00 PM,Run,Normal,5.00,miles,2100,,,,,,pound,,,,,F,,,"Easy day of running today after yesterday's race.  My quads are pretty sore today, but not as bad as I thought they would be based on how they felt right after the race.

Running commute to lab."
09/12/2011,12:00 PM,Run,Normal,4.00,miles,1680,,,,,,pound,,,,,F,,,"Commuting home."
09/13/2011,12:00 PM,Run,Normal,8.00,miles,3360,,,,,,pound,,,,,F,,,""
09/13/2011,12:00 PM,Run,Normal,5.00,miles,2100,,,,,,pound,,,,,F,,,""
09/14/2011,12:00 PM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,""
09/14/2011,12:00 PM,Run,Normal,6.00,miles,2428,,,,,,pound,,,,,F,,,"Legs feeling back to normal."
09/15/2011,12:00 PM,Run,Normal,12.00,miles,4760,,,,,,pound,,,,,F,,,"Chilly this morning; hat and gloves."
09/15/2011,12:00 PM,Run,Normal,6.00,miles,2340,,,,,,pound,,,,,F,,,""
09/16/2011,12:00 PM,Run,Normal,12.00,miles,4575,,,,,,pound,,,,,F,,,"3 miles (17:26) at a little faster pace in the middle of the run."
09/17/2011,12:00 PM,Run,Normal,18.00,miles,6893,,,,,,pound,,,,,F,,,"To the arb, through it up to cap. city trail, cap city trail to SW trail, SW trail back home."
09/18/2011,12:00 PM,Run,Normal,12.00,miles,5040,,,,,,pound,,,,,F,,,"In a cold rain with Cory Hayden and Codie."
09/18/2011,12:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,"Shitty run in the rain."
09/19/2011,12:00 PM,Run,Normal,10.00,miles,4042,,,,,,pound,,,,,F,,,""
09/19/2011,12:00 PM,Run,Normal,5.00,miles,1979,,,,,,pound,,,,,F,,,"4x15 sec. strides"
09/20/2011,12:00 PM,Run,Interval,12.00,miles,4560,,,,,,pound,,,,,F,,,"Legs didn't have much 'pop' in them to begin with, but after doing the first two reps straight into a 20 mph head-wind they were totally zapped.  I was able to go faster on the last two only because I had the wind at my back.  Did them along the Lake Monona bike path."
09/21/2011,12:00 PM,Run,Normal,8.00,miles,3240,,,,,,pound,,,,,F,,,""
09/21/2011,12:00 PM,Run,Normal,10.00,miles,4080,,,,,,pound,,,,,F,,,"On the trails in the UW arboretum."
09/22/2011,12:00 PM,Run,Normal,12.00,miles,4778,,,,,,pound,,,,,F,,,"With Codie."
09/22/2011,12:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,""
09/23/2011,12:00 PM,Run,Normal,10.00,miles,3980,,,,,,pound,,,,,F,,,""
09/23/2011,12:00 PM,Run,Normal,5.00,miles,1957,,,,,,pound,,,,,F,,,""
09/24/2011,12:00 PM,Run,Normal,19.50,miles,7490,,,,,,pound,,,,,F,,,"Long run workout that didn't go very well.  Plan was to run 12 miles, then do a 7 mile LT run, then a 1 mile CD.  Did 12.5 warm up, then started the LT and stopped after 4 miles (21:20).  It was feeling more difficult than I would have liked, so I called it quits and finished the run at normal pace.
"
09/25/2011,12:00 PM,Run,Normal,10.00,miles,4200,,,,,,pound,,,,,F,,,"On the trails at Kettle Moraine SF northern unit"
09/25/2011,12:00 PM,Run,Normal,4.50,miles,1800,,,,,,pound,,,,,F,,,"Quick run before the Packers game."
09/26/2011,12:00 PM,Run,Normal,5.00,miles,2100,,,,,,pound,,,,,F,,,"Miserable run in the cold rain."
09/26/2011,12:00 PM,Run,Normal,12.00,miles,4800,,,,,,pound,,,,,F,,,""
09/27/2011,12:00 PM,Run,Normal,15.00,miles,6120,,,,,,pound,,,,,F,,,"10 mile run, then helped pace Becky for a 5 mile tempo (35:46!)"
09/28/2011,12:00 PM,Run,Normal,5.00,miles,2100,,,,,,pound,,,,,F,,,""
09/28/2011,12:00 PM,Run,Interval,11.00,miles,3840,,,,,,pound,,,,,F,,,"Workout was:
3 mile LT
1 minute rest
1/2 mile at 5k pace
3 min rest
repeat for another set

Did this workout on the bike path along lake monona, and I felt great.  Unfortunately, the pain in my side flared up during the second 3 mile LT run, so I stopped after 2 miles, and did the final 1/2 mile.  Legs felt great."
09/29/2011,12:00 PM,Run,Normal,12.00,miles,4800,,,,,,pound,,,,,F,,,"Finished running just as the rain started: perfect."
09/30/2011,12:00 PM,Run,Normal,12.00,miles,4710,,,,,,pound,,,,,F,,,""
09/30/2011,12:00 PM,Run,Normal,6.00,miles,2400,,,,,,pound,,,,,F,,,"6x15s strides"
10/01/2011,12:00 PM,Run,Normal,20.00,miles,7666,,,,,,pound,,,,,F,,,"Very windy long run along the lake front in Chicago."
10/02/2011,12:00 PM,Run,Normal,12.00,miles,4800,,,,,,pound,,,,,F,,,"In Chicago."
10/03/2011,12:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,""
10/03/2011,12:00 PM,Run,Normal,12.00,miles,4800,,,,,,pound,,,,,F,,,""
10/04/2011,12:00 PM,Run,Normal,12.00,miles,4800,,,,,,pound,,,,,F,,,"With Codie on his commute to work."
10/04/2011,12:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,"Short run after work. 
"
10/05/2011,12:00 PM,Run,Normal,10.00,miles,4080,,,,,,pound,,,,,F,,,""
10/05/2011,12:00 PM,Run,Normal,10.00,miles,4080,,,,,,pound,,,,,F,,,""
10/06/2011,12:00 PM,Run,Interval,12.00,miles,4800,,,,,,pound,,,,,F,,,"On the UW outdoor track.  It felt like summer out on the track this morning; too warm for me.  Felt good to get the legs moving.  I did this same workout about 6 weeks ago.  At that time I ran the workout slower, and with more effort, so my 'speed' seems to be in a fine place."
10/06/2011,12:00 PM,Run,Normal,7.00,miles,2795,,,,,,pound,,,,,F,,,"Shakeout run after work."
10/07/2011,12:00 PM,Run,Normal,12.00,miles,4950,,,,,,pound,,,,,F,,,"Stiff and tight this morning, probably from a combination of the 200s yesterday and a higher mileage week."
10/08/2011,12:00 PM,Run,Normal,16.00,miles,6265,,,,,,pound,,,,,F,,,"I set out to do 20, but my quads were still really tight so I decided to shorten it.  Not an enjoyable run due to the unseasonable heat and sore legs."
10/09/2011,12:00 PM,Run,Normal,11.00,miles,4500,,,,,,pound,,,,,F,,,"While watching the Chicago Marathon."
10/09/2011,12:00 PM,Run,Normal,5.00,miles,1980,,,,,,pound,,,,,F,,,"Crowded lakefront path in Chicago."
10/10/2011,12:00 PM,Run,Normal,10.00,miles,4050,,,,,,pound,,,,,F,,,""
10/10/2011,12:00 PM,Run,Normal,6.00,miles,2362,,,,,,pound,,,,,F,,,""
10/11/2011,12:00 PM,Run,Normal,12.00,miles,4727,,,,,,pound,,,,,F,,,"6x15 sec. strides"
10/12/2011,12:00 PM,Run,Normal,4.00,miles,1680,,,,,,pound,,,,,F,,,"This was going to be my shakeout run for the afternoon workout, but when I got off of work I had a headache and felt fatigued.  I decided to take the afternoon off, and this ended up being my only run of the day."
10/13/2011,12:00 PM,Run,Normal,9.00,miles,3480,,,,,,pound,,,,,F,,,"Plan was to do 5x1 mile on the roads, but I had to stop during #3 cause my side was bothering me.  Not sure why this is flaring up lately, but I will focus more on my stretching and strengthening.  

5:00, 4:58, 3:43 (.75 miles) 

"
10/13/2011,12:00 PM,Run,Normal,5.00,miles,1920,,,,,,pound,,,,,F,,,""
10/14/2011,12:00 PM,Run,Normal,12.00,miles,4740,,,,,,pound,,,,,F,,,""
10/14/2011,12:00 PM,Run,Normal,5.00,miles,2040,,,,,,pound,,,,,F,,,"At Perrot State Park with Jack upon arrival."
